President,Start Date,End Date,Approving,Disapproving,Unsure/NoData
,04/01/2013,04/03/2013,47,48,5
,03/30/2013,04/02/2013,48,46,6
,03/29/2013,04/01/2013,47,47,6
,03/28/2013,03/30/2013,48,47,5
,03/27/2013,03/29/2013,46,47,7
,03/26/2013,03/28/2013,48,46,6
,03/25/2013,03/27/2013,49,43,8
,03/24/2013,03/26/2013,49,43,8
,03/23/2013,03/25/2013,48,45,7
,03/22/2013,03/24/2013,47,46,7
,03/21/2013,03/23/2013,48,45,7
,03/20/2013,03/22/2013,47,45,8
,03/19/2013,03/21/2013,47,46,7
,03/18/2013,03/20/2013,46,45,9
,03/17/2013,03/19/2013,48,44,8
,03/16/2013,03/18/2013,50,43,7
,03/15/2013,03/17/2013,49,45,6
,03/14/2013,03/16/2013,47,46,7
,03/13/2013,03/15/2013,47,46,7
,03/12/2013,03/14/2013,48,46,6
,03/11/2013,03/13/2013,48,46,6
,03/10/2013,03/12/2013,49,45,6
,03/09/2013,03/11/2013,49,44,7
,03/08/2013,03/10/2013,49,44,7
,03/07/2013,03/09/2013,50,43,7
,03/06/2013,03/08/2013,49,44,7
,03/05/2013,03/07/2013,49,44,7
,03/04/2013,03/06/2013,47,46,7
,03/03/2013,03/05/2013,48,44,8
,03/02/2013,03/04/2013,49,44,7
,03/01/2013,03/03/2013,46,46,8
,02/28/2013,03/02/2013,46,46,8
,02/27/2013,03/01/2013,47,45,8
,02/26/2013,02/28/2013,51,43,6
,02/25/2013,02/27/2013,51,43,6
,02/24/2013,02/26/2013,53,40,7
,02/23/2013,02/25/2013,51,42,7
,02/21/2013,02/24/2013,51,42,7
,02/20/2013,02/23/2013,50,44,6
,02/19/2013,02/22/2013,52,42,6
,02/18/2013,02/20/2013,50,42,8
,02/17/2013,02/19/2013,51,42,7
,02/16/2013,02/18/2013,51,43,6
,02/15/2013,02/17/2013,52,42,6
,02/14/2013,02/16/2013,50,44,6
,02/13/2013,02/15/2013,50,44,6
,02/12/2013,02/14/2013,50,44,6
,02/11/2013,02/13/2013,51,42,7
,02/10/2013,02/12/2013,52,42,6
,02/09/2013,02/11/2013,52,42,6
,02/08/2013,02/10/2013,52,43,5
,02/07/2013,02/09/2013,52,43,5
,02/06/2013,02/08/2013,52,43,5
,02/05/2013,02/07/2013,52,43,5
,02/04/2013,02/06/2013,52,41,7
,02/02/2013,02/05/2013,52,41,7
,02/01/2013,02/04/2013,52,42,6
,01/31/2013,02/02/2013,52,43,5
,01/30/2013,02/01/2013,54,42,4
,01/29/2013,01/31/2013,53,42,5
,01/28/2013,01/30/2013,53,41,6
,01/27/2013,01/29/2013,51,43,6
,01/26/2013,01/28/2013,52,43,5
,01/25/2013,01/27/2013,52,43,5
,01/24/2013,01/26/2013,52,41,7
,01/23/2013,01/25/2013,51,42,7
,01/22/2013,01/24/2013,52,42,6
,01/21/2013,01/23/2013,52,43,5
,01/20/2013,01/22/2013,53,42,5
,01/19/2013,01/21/2013,51,43,6
,01/18/2013,01/20/2013,50,43,7
,01/17/2013,01/19/2013,51,43,6
,01/16/2013,01/18/2013,48,45,7
,01/15/2013,01/17/2013,49,44,7
,01/14/2013,01/16/2013,50,43,7
,01/13/2013,01/15/2013,53,41,6
,01/12/2013,01/14/2013,52,40,8
,01/11/2013,01/13/2013,52,41,7
,01/10/2013,01/12/2013,51,42,7
,01/09/2013,01/11/2013,53,42,5
,01/08/2013,01/10/2013,54,41,5
,01/07/2013,01/09/2013,56,40,4
,01/06/2013,01/08/2013,56,39,5
,01/05/2013,01/07/2013,54,39,7
,01/04/2013,01/06/2013,54,39,7
,01/03/2013,01/05/2013,52,41,7
,12/30/2012,01/04/2013,52,42,6
,12/29/2012,01/03/2013,50,43,7
,12/28/2012,12/30/2012,53,41,6
,12/27/2012,12/29/2012,53,42,5
,12/26/2012,12/28/2012,54,40,6
,12/23/2012,12/27/2012,53,41,6
,12/22/2012,12/26/2012,56,39,5
,12/21/2012,12/23/2012,57,37,6
,12/19/2012,12/22/2012,57,37,6
,12/18/2012,12/21/2012,58,36,6
,12/17/2012,12/19/2012,56,37,7
,12/16/2012,12/18/2012,54,38,8
,12/15/2012,12/17/2012,52,40,8
,12/14/2012,12/16/2012,50,42,8
,12/13/2012,12/15/2012,50,43,7
,12/12/2012,12/14/2012,50,43,7
,12/11/2012,12/13/2012,51,42,7
,12/10/2012,12/12/2012,54,38,8
,12/09/2012,12/11/2012,54,38,8
,12/08/2012,12/10/2012,53,40,7
,12/07/2012,12/09/2012,51,43,6
,12/06/2012,12/08/2012,50,44,6
,12/05/2012,12/07/2012,50,43,7
,12/04/2012,12/06/2012,49,44,7
,12/03/2012,12/05/2012,50,44,6
,12/02/2012,12/04/2012,52,43,5
,12/01/2012,12/03/2012,53,41,6
,11/30/2012,12/02/2012,54,40,6
,11/29/2012,12/01/2012,52,41,7
,11/28/2012,11/30/2012,50,43,7
,11/27/2012,11/29/2012,51,43,6
,11/26/2012,11/28/2012,49,45,6
,11/25/2012,11/27/2012,51,42,7
,11/24/2012,11/26/2012,51,41,8
,11/23/2012,11/25/2012,53,39,8
,11/21/2012,11/24/2012,51,40,9
,11/20/2012,11/23/2012,50,42,8
,11/19/2012,11/21/2012,50,42,8
,11/18/2012,11/20/2012,51,43,6
,11/17/2012,11/19/2012,53,42,5
,11/16/2012,11/18/2012,52,41,7
,11/15/2012,11/17/2012,53,40,7
,11/14/2012,11/16/2012,52,41,7
,11/13/2012,11/15/2012,52,42,6
,11/12/2012,11/14/2012,52,41,7
,11/11/2012,11/13/2012,53,40,7
,11/10/2012,11/12/2012,52,41,7
,11/09/2012,11/11/2012,52,42,6
,11/08/2012,11/10/2012,51,43,6
,11/07/2012,11/09/2012,52,42,6
,11/06/2012,11/08/2012,49,45,6
,11/05/2012,11/07/2012,49,44,7
,11/04/2012,11/06/2012,50,44,6
,11/03/2012,11/05/2012,52,44,6
,11/01/2012,11/04/2012,52,45,7
,10/26/2012,10/28/2012,51,44,5
,10/25/2012,10/27/2012,48,48,4
,10/24/2012,10/26/2012,46,49,5
,10/23/2012,10/25/2012,48,47,5
,10/22/2012,10/24/2012,51,44,5
,10/21/2012,10/23/2012,53,42,5
,10/20/2012,10/22/2012,51,45,4
,10/19/2012,10/21/2012,49,46,5
,10/18/2012,10/20/2012,49,45,6
,10/17/2012,10/19/2012,49,46,5
,10/16/2012,10/18/2012,50,46,4
,10/15/2012,10/17/2012,50,44,6
,10/14/2012,10/16/2012,49,45,6
,10/13/2012,10/15/2012,49,45,6
,10/12/2012,10/14/2012,48,47,5
,10/10/2012,10/12/2012,48,46,6
,10/09/2012,10/11/2012,50,44,6
,10/08/2012,10/10/2012,52,43,5
,10/07/2012,10/09/2012,53,42,5
,10/06/2012,10/08/2012,53,42,5
,10/05/2012,10/07/2012,51,44,5
,10/04/2012,10/06/2012,48,46,6
,10/03/2012,10/05/2012,50,45,5
,10/02/2012,10/04/2012,52,43,5
,10/01/2012,10/03/2012,54,42,4
,09/30/2012,10/02/2012,50,44,6
,09/29/2012,10/01/2012,48,45,7
,09/28/2012,09/30/2012,47,46,7
,09/27/2012,09/29/2012,46,46,8
,09/26/2012,09/28/2012,48,47,5
,09/25/2012,09/27/2012,50,45,5
,09/24/2012,09/26/2012,50,44,6
,09/23/2012,09/25/2012,51,43,6
,09/22/2012,09/24/2012,50,43,7
,09/21/2012,09/23/2012,51,42,7
,09/20/2012,09/22/2012,51,43,6
,09/19/2012,09/21/2012,47,46,7
,09/18/2012,09/20/2012,47,48,5
,09/17/2012,09/19/2012,46,48,6
,09/16/2012,09/18/2012,48,46,6
,09/15/2012,09/17/2012,49,45,6
,09/14/2012,09/16/2012,50,44,6
,09/13/2012,09/15/2012,50,44,6
,09/12/2012,09/14/2012,49,45,6
,09/11/2012,09/13/2012,49,43,8
,09/10/2012,09/12/2012,49,42,9
,09/09/2012,09/11/2012,51,42,7
,09/08/2012,09/10/2012,50,43,7
,09/07/2012,09/09/2012,50,44,6
,09/06/2012,09/08/2012,50,44,6
,09/05/2012,09/07/2012,52,42,6
,09/04/2012,09/06/2012,52,43,5
,09/03/2012,09/05/2012,49,45,6
,09/02/2012,09/04/2012,47,47,6
,09/01/2012,09/03/2012,45,48,7
,08/31/2012,09/02/2012,45,48,7
,08/30/2012,09/01/2012,43,48,9
,08/29/2012,08/31/2012,45,46,9
,08/28/2012,08/30/2012,45,46,9
,08/27/2012,08/29/2012,44,47,9
,08/26/2012,08/28/2012,43,47,10
,08/25/2012,08/27/2012,43,48,9
,08/24/2012,08/26/2012,45,47,8
,08/23/2012,08/25/2012,45,48,7
,08/22/2012,08/24/2012,46,47,7
,08/21/2012,08/23/2012,47,47,6
,08/20/2012,08/22/2012,47,47,6
,08/19/2012,08/21/2012,46,49,5
,08/18/2012,08/20/2012,45,48,7
,08/17/2012,08/19/2012,47,47,6
,08/16/2012,08/18/2012,47,47,6
,08/15/2012,08/17/2012,45,49,6
,08/14/2012,08/16/2012,44,50,6
,08/13/2012,08/15/2012,44,50,6
,08/12/2012,08/14/2012,45,49,6
,08/11/2012,08/13/2012,45,49,6
,08/10/2012,08/12/2012,45,48,7
,08/09/2012,08/11/2012,43,50,7
,08/08/2012,08/10/2012,43,50,7
,08/07/2012,08/09/2012,43,51,6
,08/06/2012,08/08/2012,46,48,6
,08/05/2012,08/07/2012,47,47,6
,08/04/2012,08/06/2012,47,47,6
,08/03/2012,08/05/2012,46,47,7
,08/02/2012,08/04/2012,45,47,8
,08/01/2012,08/03/2012,45,48,7
,07/31/2012,08/02/2012,45,48,7
,07/30/2012,08/01/2012,45,49,6
,07/29/2012,07/31/2012,46,48,6
,07/28/2012,07/30/2012,46,46,8
,07/27/2012,07/29/2012,47,46,7
,07/25/2012,07/28/2012,48,46,6
,07/24/2012,07/27/2012,47,48,5
,07/23/2012,07/25/2012,47,47,6
,07/22/2012,07/24/2012,45,48,7
,07/21/2012,07/23/2012,44,49,7
,07/20/2012,07/22/2012,44,49,7
,07/19/2012,07/21/2012,46,47,7
,07/18/2012,07/20/2012,46,47,7
,07/17/2012,07/19/2012,47,46,7
,07/16/2012,07/18/2012,46,48,6
,07/15/2012,07/17/2012,46,47,7
,07/14/2012,07/16/2012,47,46,7
,07/13/2012,07/15/2012,47,45,8
,07/12/2012,07/14/2012,46,47,7
,07/11/2012,07/13/2012,45,48,7
,07/10/2012,07/12/2012,45,48,7
,07/09/2012,07/11/2012,45,47,8
,07/08/2012,07/10/2012,45,46,9
,07/07/2012,07/09/2012,44,47,9
,07/06/2012,07/08/2012,45,46,9
,07/05/2012,07/07/2012,46,46,8
,07/03/2012,07/06/2012,47,45,8
,07/02/2012,07/05/2012,45,46,9
,07/01/2012,07/03/2012,45,47,8
,06/30/2012,07/02/2012,46,47,7
,06/29/2012,07/01/2012,46,47,7
,06/28/2012,06/30/2012,48,46,6
,06/27/2012,06/29/2012,47,47,6
,06/26/2012,06/28/2012,47,46,7
,06/25/2012,06/27/2012,46,46,8
,06/24/2012,06/26/2012,45,47,8
,06/23/2012,06/25/2012,48,46,6
,06/22/2012,06/24/2012,47,48,5
,06/21/2012,06/23/2012,51,45,4
,06/20/2012,06/22/2012,46,46,8
,06/19/2012,06/21/2012,45,48,7
,06/18/2012,06/20/2012,43,49,8
,06/17/2012,06/19/2012,46,48,6
,06/16/2012,06/18/2012,45,48,7
,06/15/2012,06/17/2012,46,47,7
,06/14/2012,06/16/2012,45,49,6
,06/13/2012,06/15/2012,45,49,6
,06/12/2012,06/14/2012,44,49,7
,06/11/2012,06/13/2012,46,48,6
,06/10/2012,06/12/2012,48,45,7
,06/09/2012,06/11/2012,49,45,6
,06/08/2012,06/10/2012,50,44,6
,06/07/2012,06/09/2012,48,45,7
,06/06/2012,06/08/2012,47,45,8
,06/05/2012,06/07/2012,46,47,7
,06/04/2012,06/06/2012,45,48,7
,06/03/2012,06/05/2012,46,47,7
,06/02/2012,06/04/2012,46,46,8
,06/01/2012,06/03/2012,47,45,8
,05/31/2012,06/02/2012,46,47,7
,05/30/2012,06/01/2012,46,46,8
,05/29/2012,05/31/2012,45,47,8
,05/27/2012,05/30/2012,47,45,8
,05/26/2012,05/29/2012,47,46,7
,05/25/2012,05/27/2012,49,44,7
,05/24/2012,05/26/2012,48,45,7
,05/23/2012,05/25/2012,48,46,6
,05/22/2012,05/24/2012,47,47,6
,05/21/2012,05/23/2012,48,46,6
,05/20/2012,05/22/2012,47,47,6
,05/19/2012,05/21/2012,48,45,7
,05/18/2012,05/20/2012,48,46,6
,05/17/2012,05/19/2012,48,45,7
,05/16/2012,05/18/2012,46,47,7
,05/15/2012,05/17/2012,48,46,6
,05/14/2012,05/16/2012,47,47,6
,05/13/2012,05/15/2012,46,48,6
,05/12/2012,05/14/2012,45,48,7
,05/11/2012,05/13/2012,46,48,6
,05/10/2012,05/12/2012,46,47,7
,05/09/2012,05/11/2012,48,46,6
,05/08/2012,05/10/2012,49,45,6
,05/07/2012,05/09/2012,48,46,6
,05/06/2012,05/08/2012,47,46,7
,05/05/2012,05/07/2012,46,47,7
,05/04/2012,05/06/2012,47,47,6
,05/03/2012,05/05/2012,46,48,6
,05/02/2012,05/04/2012,48,46,6
,05/01/2012,05/03/2012,50,44,6
,04/30/2012,05/02/2012,51,43,6
,04/29/2012,05/01/2012,49,46,5
,04/28/2012,04/30/2012,48,47,5
,04/27/2012,04/29/2012,47,48,5
,04/25/2012,04/28/2012,48,45,7
,04/24/2012,04/27/2012,48,46,6
,04/23/2012,04/26/2012,49,44,7
,04/22/2012,04/24/2012,50,44,6
,04/21/2012,04/23/2012,50,44,6
,04/20/2012,04/22/2012,50,44,6
,04/19/2012,04/21/2012,47,45,8
,04/18/2012,04/20/2012,46,46,8
,04/17/2012,04/19/2012,46,46,8
,04/16/2012,04/18/2012,47,46,7
,04/15/2012,04/17/2012,47,47,6
,04/14/2012,04/16/2012,46,48,6
,04/13/2012,04/15/2012,45,48,7
,04/12/2012,04/14/2012,47,47,6
,04/11/2012,04/13/2012,48,46,6
,04/10/2012,04/12/2012,49,44,7
,04/09/2012,04/11/2012,48,44,8
,04/07/2012,04/10/2012,45,45,10
,04/06/2012,04/09/2012,44,46,10
,04/05/2012,04/07/2012,45,46,9
,04/04/2012,04/06/2012,47,46,7
,04/03/2012,04/05/2012,50,43,7
,04/02/2012,04/04/2012,49,46,5
,04/01/2012,04/03/2012,48,45,7
,03/31/2012,04/02/2012,48,44,8
,03/30/2012,04/01/2012,47,44,9
,03/29/2012,03/31/2012,46,45,9
,03/28/2012,03/30/2012,43,50,7
,03/27/2012,03/29/2012,44,47,9
,03/26/2012,03/28/2012,46,46,8
,03/25/2012,03/27/2012,48,44,8
,03/24/2012,03/26/2012,47,45,8
,03/23/2012,03/25/2012,46,45,9
,03/22/2012,03/24/2012,47,44,9
,03/21/2012,03/23/2012,48,44,8
,03/20/2012,03/22/2012,47,46,7
,03/19/2012,03/21/2012,46,47,7
,03/18/2012,03/20/2012,46,46,8
,03/17/2012,03/19/2012,49,44,7
,03/16/2012,03/18/2012,49,44,7
,03/15/2012,03/17/2012,46,47,7
,03/14/2012,03/16/2012,43,50,7
,03/13/2012,03/15/2012,44,50,6
,03/12/2012,03/14/2012,45,49,6
,03/11/2012,03/13/2012,48,45,7
,03/10/2012,03/12/2012,47,46,7
,03/09/2012,03/11/2012,49,43,8
,03/08/2012,03/10/2012,47,45,8
,03/07/2012,03/09/2012,48,44,8
,03/06/2012,03/08/2012,48,44,8
,03/05/2012,03/07/2012,48,44,8
,03/04/2012,03/06/2012,44,47,9
,03/03/2012,03/05/2012,43,48,9
,03/02/2012,03/04/2012,45,48,7
,03/01/2012,03/03/2012,48,46,6
,02/29/2012,03/02/2012,48,46,6
,02/28/2012,03/01/2012,47,48,5
,02/27/2012,02/29/2012,46,49,5
,02/26/2012,02/28/2012,45,50,5
,02/25/2012,02/27/2012,43,50,7
,02/24/2012,02/26/2012,45,47,8
,02/23/2012,02/25/2012,44,46,10
,02/22/2012,02/24/2012,45,46,9
,02/21/2012,02/23/2012,45,47,8
,02/20/2012,02/22/2012,45,48,7
,02/19/2012,02/21/2012,45,48,7
,02/18/2012,02/20/2012,44,48,8
,02/17/2012,02/19/2012,44,48,8
,02/16/2012,02/18/2012,46,47,7
,02/15/2012,02/17/2012,46,48,6
,02/14/2012,02/16/2012,46,48,6
,02/13/2012,02/15/2012,43,48,9
,02/12/2012,02/14/2012,45,45,10
,02/11/2012,02/13/2012,45,47,8
,02/10/2012,02/12/2012,46,47,7
,02/09/2012,02/11/2012,45,48,7
,02/08/2012,02/10/2012,48,46,6
,02/07/2012,02/09/2012,48,46,6
,02/06/2012,02/08/2012,49,45,6
,02/03/2012,02/07/2012,47,47,6
,02/02/2012,02/06/2012,46,48,6
,02/01/2012,02/03/2012,46,46,8
,01/31/2012,02/02/2012,45,48,7
,01/30/2012,02/01/2012,46,47,7
,01/29/2012,01/31/2012,44,49,7
,01/28/2012,01/30/2012,46,47,7
,01/27/2012,01/29/2012,46,47,7
,01/26/2012,01/28/2012,46,46,8
,01/25/2012,01/27/2012,46,47,7
,01/24/2012,01/26/2012,43,49,8
,01/23/2012,01/25/2012,44,49,7
,01/22/2012,01/24/2012,43,49,8
,01/21/2012,01/23/2012,44,47,9
,01/20/2012,01/22/2012,44,46,10
,01/19/2012,01/21/2012,44,46,10
,01/18/2012,01/20/2012,46,46,8
,01/17/2012,01/19/2012,45,46,9
,01/16/2012,01/18/2012,45,46,9
,01/15/2012,01/17/2012,45,46,9
,01/14/2012,01/16/2012,46,46,8
,01/13/2012,01/15/2012,46,47,7
,01/12/2012,01/14/2012,46,48,6
,01/11/2012,01/13/2012,45,48,7
,01/10/2012,01/12/2012,45,46,9
,01/09/2012,01/11/2012,43,48,9
,01/08/2012,01/10/2012,43,49,8
,01/07/2012,01/09/2012,42,50,8
,01/06/2012,01/08/2012,46,47,7
,01/05/2012,01/07/2012,45,46,9
,01/04/2012,01/06/2012,45,46,9
,01/03/2012,01/05/2012,45,46,9
,01/02/2012,01/04/2012,46,47,7
,12/29/2011,01/03/2012,47,46,7
,12/28/2011,01/02/2012,45,47,8
,12/27/2011,12/29/2011,43,48,9
,12/26/2011,12/28/2011,41,50,9
,12/23/2011,12/27/2011,44,48,8
,12/22/2011,12/26/2011,46,48,6
,12/21/2011,12/23/2011,47,45,8
,12/20/2011,12/22/2011,44,48,8
,12/19/2011,12/21/2011,43,48,9
,12/18/2011,12/20/2011,43,49,8
,12/17/2011,12/19/2011,43,50,7
,12/16/2011,12/18/2011,42,50,8
,12/14/2011,12/17/2011,42,51,7
,12/13/2011,12/15/2011,41,51,8
,12/12/2011,12/14/2011,42,50,8
,12/11/2011,12/13/2011,43,49,8
,12/10/2011,12/12/2011,45,48,7
,12/09/2011,12/11/2011,44,48,8
,12/08/2011,12/10/2011,43,50,7
,12/07/2011,12/09/2011,42,51,7
,12/06/2011,12/08/2011,42,51,7
,12/05/2011,12/07/2011,42,50,8
,12/04/2011,12/06/2011,41,51,8
,12/03/2011,12/05/2011,41,51,8
,12/02/2011,12/04/2011,43,49,8
,12/01/2011,12/03/2011,44,49,7
,11/30/2011,12/02/2011,41,51,8
,11/29/2011,12/01/2011,42,50,8
,11/28/2011,11/30/2011,42,50,8
,11/27/2011,11/29/2011,43,49,8
,11/26/2011,11/28/2011,43,49,8
,11/25/2011,11/27/2011,44,47,9
,11/23/2011,11/26/2011,44,48,8
,11/22/2011,11/25/2011,42,48,10
,11/21/2011,11/23/2011,41,51,8
,11/20/2011,11/22/2011,41,50,9
,11/19/2011,11/21/2011,43,50,7
,11/18/2011,11/20/2011,44,47,9
,11/17/2011,11/19/2011,45,47,8
,11/16/2011,11/18/2011,43,47,10
,11/15/2011,11/17/2011,41,49,10
,11/14/2011,11/16/2011,40,51,9
,11/13/2011,11/15/2011,42,50,8
,11/12/2011,11/14/2011,44,49,7
,11/11/2011,11/13/2011,43,49,8
,11/10/2011,11/12/2011,43,49,8
,11/09/2011,11/11/2011,42,49,9
,11/08/2011,11/10/2011,42,49,9
,11/07/2011,11/09/2011,42,47,11
,11/06/2011,11/08/2011,43,48,9
,11/05/2011,11/07/2011,44,48,8
,11/04/2011,11/06/2011,43,50,7
,11/03/2011,11/05/2011,42,50,8
,11/02/2011,11/04/2011,42,51,7
,11/01/2011,11/03/2011,42,50,8
,10/30/2011,11/02/2011,44,49,7
,10/29/2011,11/01/2011,45,48,7
,10/28/2011,10/30/2011,43,50,7
,10/27/2011,10/29/2011,43,50,7
,10/26/2011,10/28/2011,42,51,7
,10/25/2011,10/27/2011,43,49,8
,10/24/2011,10/26/2011,43,48,9
,10/23/2011,10/25/2011,42,50,8
,10/22/2011,10/24/2011,43,49,8
,10/21/2011,10/23/2011,42,50,8
,10/20/2011,10/22/2011,44,47,9
,10/19/2011,10/21/2011,43,49,8
,10/18/2011,10/20/2011,42,50,8
,10/17/2011,10/19/2011,39,54,7
,10/16/2011,10/18/2011,39,53,8
,10/15/2011,10/17/2011,38,54,8
,10/14/2011,10/16/2011,42,50,8
,10/13/2011,10/15/2011,40,52,8
,10/12/2011,10/14/2011,40,52,8
,10/11/2011,10/13/2011,38,54,8
,10/10/2011,10/12/2011,40,53,7
,10/09/2011,10/11/2011,41,51,8
,10/08/2011,10/10/2011,41,51,8
,10/07/2011,10/09/2011,40,52,8
,10/06/2011,10/08/2011,39,53,8
,10/05/2011,10/07/2011,39,53,8
,10/04/2011,10/06/2011,38,53,9
,10/03/2011,10/05/2011,40,52,8
,10/02/2011,10/04/2011,41,52,7
,10/01/2011,10/03/2011,42,50,8
,09/30/2011,10/02/2011,43,49,8
,09/29/2011,10/01/2011,43,50,7
,09/28/2011,09/30/2011,41,51,8
,09/27/2011,09/29/2011,39,52,9
,09/26/2011,09/28/2011,39,51,10
,09/25/2011,09/27/2011,40,51,9
,09/24/2011,09/26/2011,42,49,9
,09/23/2011,09/25/2011,41,50,9
,09/22/2011,09/24/2011,42,50,8
,09/21/2011,09/23/2011,39,53,8
,09/20/2011,09/22/2011,40,52,8
,09/19/2011,09/21/2011,41,51,8
,09/18/2011,09/20/2011,42,49,9
,09/17/2011,09/19/2011,42,50,8
,09/16/2011,09/18/2011,40,52,8
,09/15/2011,09/17/2011,40,53,7
,09/14/2011,09/16/2011,39,53,8
,09/13/2011,09/15/2011,39,52,9
,09/12/2011,09/14/2011,39,53,8
,09/11/2011,09/13/2011,40,52,8
,09/10/2011,09/12/2011,43,50,7
,09/09/2011,09/11/2011,42,49,9
,09/08/2011,09/10/2011,42,48,10
,09/07/2011,09/09/2011,43,48,9
,09/06/2011,09/08/2011,43,49,8
,09/04/2011,09/07/2011,44,50,6
,09/03/2011,09/06/2011,42,50,8
,09/02/2011,09/04/2011,43,50,7
,09/01/2011,09/03/2011,42,50,8
,08/31/2011,09/02/2011,42,51,7
,08/30/2011,09/01/2011,42,50,8
,08/29/2011,08/31/2011,42,50,8
,08/27/2011,08/30/2011,39,54,7
,08/26/2011,08/29/2011,38,55,7
,08/25/2011,08/27/2011,38,55,7
,08/24/2011,08/26/2011,41,51,8
,08/23/2011,08/25/2011,42,50,8
,08/22/2011,08/24/2011,41,50,9
,08/21/2011,08/23/2011,39,53,8
,08/20/2011,08/22/2011,38,54,8
,08/19/2011,08/21/2011,40,53,7
,08/18/2011,08/20/2011,40,53,7
,08/17/2011,08/19/2011,42,51,7
,08/16/2011,08/18/2011,40,53,7
,08/15/2011,08/17/2011,40,52,8
,08/14/2011,08/16/2011,40,52,8
,08/13/2011,08/15/2011,39,53,8
,08/12/2011,08/14/2011,41,52,7
,08/11/2011,08/13/2011,39,54,7
,08/10/2011,08/12/2011,42,51,7
,08/09/2011,08/11/2011,41,51,8
,08/08/2011,08/10/2011,41,51,8
,08/07/2011,08/09/2011,41,51,8
,08/06/2011,08/08/2011,40,50,10
,08/05/2011,08/07/2011,43,48,9
,08/04/2011,08/06/2011,42,50,8
,08/03/2011,08/05/2011,42,50,8
,08/02/2011,08/04/2011,41,52,7
,08/01/2011,08/03/2011,41,51,8
,07/31/2011,08/02/2011,42,49,9
,07/30/2011,08/01/2011,43,48,9
,07/29/2011,07/31/2011,43,50,7
,07/28/2011,07/30/2011,41,52,7
,07/27/2011,07/29/2011,40,52,8
,07/26/2011,07/28/2011,40,50,10
,07/25/2011,07/27/2011,43,48,9
,07/24/2011,07/26/2011,46,46,8
,07/23/2011,07/25/2011,46,46,8
,07/22/2011,07/24/2011,45,48,7
,07/21/2011,07/23/2011,42,49,9
,07/20/2011,07/22/2011,43,49,8
,07/19/2011,07/21/2011,43,49,8
,07/18/2011,07/20/2011,43,49,8
,07/17/2011,07/19/2011,42,48,10
,07/16/2011,07/18/2011,44,47,9
,07/15/2011,07/17/2011,44,48,8
,07/14/2011,07/16/2011,44,49,7
,07/13/2011,07/15/2011,42,50,8
,07/12/2011,07/14/2011,44,48,8
,07/11/2011,07/13/2011,44,48,8
,07/10/2011,07/12/2011,46,46,8
,07/09/2011,07/11/2011,46,46,8
,07/08/2011,07/10/2011,45,46,9
,07/07/2011,07/09/2011,46,45,9
,07/06/2011,07/08/2011,46,45,9
,07/05/2011,07/07/2011,47,44,9
,07/03/2011,07/06/2011,46,47,7
,07/02/2011,07/05/2011,45,47,8
,07/01/2011,07/03/2011,47,46,7
,06/30/2011,07/02/2011,45,47,8
,06/29/2011,07/01/2011,45,47,8
,06/28/2011,06/30/2011,44,47,9
,06/27/2011,06/29/2011,46,46,8
,06/26/2011,06/28/2011,45,46,9
,06/25/2011,06/27/2011,44,48,8
,06/24/2011,06/26/2011,43,49,8
,06/23/2011,06/25/2011,44,49,7
,06/22/2011,06/24/2011,45,48,7
,06/21/2011,06/23/2011,45,47,8
,06/20/2011,06/22/2011,43,50,7
,06/19/2011,06/21/2011,43,49,8
,06/18/2011,06/20/2011,45,48,7
,06/17/2011,06/19/2011,49,43,8
,06/16/2011,06/18/2011,49,44,7
,06/15/2011,06/17/2011,46,46,8
,06/14/2011,06/16/2011,45,47,8
,06/13/2011,06/15/2011,46,46,8
,06/12/2011,06/14/2011,47,47,6
,06/11/2011,06/13/2011,47,46,7
,06/10/2011,06/12/2011,47,45,8
,06/09/2011,06/11/2011,46,44,10
,06/08/2011,06/10/2011,46,45,9
,06/07/2011,06/09/2011,45,46,9
,06/06/2011,06/08/2011,46,44,10
,06/05/2011,06/07/2011,49,41,10
,06/04/2011,06/06/2011,50,40,10
,06/03/2011,06/05/2011,49,43,8
,06/02/2011,06/04/2011,47,45,8
,06/01/2011,06/03/2011,48,44,8
,05/31/2011,06/02/2011,51,42,7
,05/29/2011,06/01/2011,53,39,8
,05/28/2011,05/31/2011,49,42,9
,05/27/2011,05/29/2011,47,44,9
,05/26/2011,05/28/2011,46,45,9
,05/25/2011,05/27/2011,49,43,8
,05/24/2011,05/26/2011,51,41,8
,05/23/2011,05/25/2011,52,42,6
,05/22/2011,05/24/2011,53,41,6
,05/21/2011,05/23/2011,51,42,7
,05/20/2011,05/22/2011,50,42,8
,05/19/2011,05/21/2011,49,43,8
,05/18/2011,05/20/2011,49,43,8
,05/17/2011,05/19/2011,49,43,8
,05/16/2011,05/18/2011,50,43,7
,05/15/2011,05/17/2011,48,43,9
,05/14/2011,05/16/2011,48,43,9
,05/13/2011,05/15/2011,46,44,10
,05/12/2011,05/14/2011,48,44,8
,05/11/2011,05/13/2011,48,45,7
,05/10/2011,05/12/2011,50,43,7
,05/09/2011,05/11/2011,51,42,7
,05/08/2011,05/10/2011,51,40,9
,05/07/2011,05/09/2011,52,40,8
,05/06/2011,05/08/2011,51,40,9
,05/05/2011,05/07/2011,51,41,8
,05/04/2011,05/06/2011,51,41,8
,05/03/2011,05/05/2011,51,41,8
,05/02/2011,05/04/2011,52,40,8
